1,Alabama_Slammer,1,Southern Comfort,1,Amaretto,1,Sloe_Gin,2,Orange_Juice
2,Americano,3/2,Campari,3/2,Sweet_Vermouth,3/2,Soda_Water
3,Anejo_Highball,3/2,Rum,1/2,Orange_Cruacao,1/2,Lime_Juice,2,Ginger_Beer
4,Bacardi_Cocktail,2,Light_Rum,1/2,Lime_Juice,1/2,Grenadine
5,Bay_Breeze,2,Vodka,3,Cranberry_Juice,3,Pineapple_Juice
6,Bees_Knees,2,Gin,3/4,Honey_Syrup,1/2,Lemon_Juice
7,Campari_and_Soda,2,Campary,6,Soda_Water
8,Cantarito,3/2,Tequila,1/2,Lime_Juice,1/2,Lemon_Juice,1/2,Orange_Juice,4,Grapefruit_Soda
9,Cape_Cod,3,Cranberry_Juice,2,Vodka
10,Dark_and_Stormy,1/2,Dark_Rum,3,Ginger_Beer
11,Dry_Martini,5/2,Gin,1/2,Dry_Vermouth
12,Dubonnet_Cocktail,3/2,Gin,3/4,Dubonnet_Rogue
13,Easter_Bunny,3/2,Creme_De_Cacao,1/2,Vodka,1/6,Chocolate_Syruop,1/6,Cherry_Brandy
14,Electric_Iced_Tea,1/2,Vodka,1/2,Light_Rum,1/2,Tequila,1/2,Gin,1/2,Blue_Curacao,1,Sour_Mix,1,Lemon_Lime_Soda
15,El_Diablo,3/2,Reposado_tequila,1/2,Creme_De_Cassis,1/2,Lime_Juice,6,Ginger Beer
16,French_75,3/2,Gin,1/6,Syrup,1/2,Fresh_Lemon_Juice,4,Champagne
17,French_Pear_Martini,3/2,Elderflower_Liqueur,3/2,Pear_Vodka,1,Champagne
18,Friar_Tuck_Cocktails,1,Frangelico,1,Dark_Creme_De_Cacao,2,Cream
19,Gibson_Cocktail,5/2,Gin,1/2,Dry_Vermouth
20,Gimlet,2,Gin,3/4,Lime_Cordial
21,Gir_Scout_Cookie_Cocktail,1/2,Coffee-Liqueur,1/2,Irish_Cream_Liqueur,1/2,Peppermint_Schnapps
22,Hairy_Navel_Cocktail,1,Vodka,1,Peach_Schnapps,8,Orange_Juice
23,Harvey Wallbanger Cocktail,3/2,Vodka,4,Orange_Juice,½,Galliano_L’Autentico
24,Hawaiian_Iced_tea,1/2,Vodka,1/2,Light_Rum,1/2,Tequila,½,Gin,1/2,Triple_Sec,1,Sour_Mix,2,Pineapple_Juice
25,Irish_Slammer,3/4,Irish_Cream_Liqueur,3/4,Irish_Whiskey,8,Guinness
26,Irish_Coffee,3/2,Brown_Sugar,4,Coffee,3/2,Irish_Whiskey,1,Heavy_Cream
27,Irish_Cactus,2,Irish_Cream_Liqueur,1,Tequila
28,Jack_O_Lantern,3/2,Cognac,1/2,Orange_Liqueur,1,Orange_Juice,2,Ginger_Ale
29,Jack_Rose,5/2,AppleJack,3/4,Lemon_Juice,1/2,Grenadine
30,Jalisco_High_Tea_Tequila,3/2,Tequila,3/2,Lemon_Verbena_Tea,1/4,Cherry_Liqueur,½,Simple_Syrup
31,Kentucky_Coffee,1,Bourbon_Whiskey,1/2,Honey_Liqueur,6,Hot_Coffee
32,Key_Lime_Pie_Martini,3/2,Vanila_Vodka,1/2,Triple_Sec_Orange_Liqueur,1,Pineapple_Juice,1/2,Lime_Cordial
33,KnickerBocker,5/2,Rum,1/2,Raspberry-Syrup,1,Orange_Curacao,1/2,Lime_Juice
34,Lavender_Martini,2,gin,1/2,Dry_Vermouth,½, Lavender_Simple _Syrup
35,Long_Beached_Iced_Tea,1/2,Vodka,1/2,Light_Rum,1/2,Tequila,1/2,Gin,1/2,Triple_Sec,1,Sour_Mix,2,Cranberrry_Juice
36,Lady_Liberty,2,Rum,1,Orgeat_syrup,1/4,Maraschino_Liqueur,1/4,Green_Chartreuse,1,Lime_Juice
37,Madras,3/2,Vodka,3,Cranberry_Juice,1,Orange_Juice
38,Mai_Tai,1,Rhum_Agricole,1,Dark_Rum,1,Lime_Juice,1/2,Orange_Curacao,1/2,Orgeat_syrup,1/4,Simple_Syrup
39,Metropolitan,2,Brandy,1,Sweet_Vermouth,1/10,Simple_Syrup
40, Napoleon,2,Gin,1/2,Orange_Liqueur,½,Debonnet_Rouge
41,Nevada_Cocktail,3/2,Light_Rum,3/2,Grapefruit_Juice,1,Lime_Juice,⅓,Superfine_Sugar
42,Nightcap,1,Brandy,1,Anisettem1,Curacao_Liqueur,1,Egg_Yolk
43,Orange_Blossom_Cocktail,3/4,Gin,3/4,Sweet_Vermouth,3/4,Orange_Juice
44,Orange_Martini,2,Gin,1/2,Triple_sec,1/2,Dry_Vermouth
45,O_Sole_Mio,3/2,Antica-Orange_and_Mango,1/2,Lemon_Juice,2,Orange_Juice
46,Painkiller,2,Rum,4,Pineapple_Juice,1,Orange_Juice,1,Cream_of_Coconut
47,Paloma,2,tequila,1/3,Lime_juice,4,Grapefruit_Soda
48,Peppermint_Patty,2,Chocolate_Vodka,1/2,Peppermint_Schnapps,3/4,Cream_Liqueur
49,Raspberry_Gimlet_Shooter,3/2,Vodka,1/2,Lime_Juice,1/32,Black_Raspberry_Liqueur
50,Red_Beer,2,Tomato_Juice,12,Beer
51,Robert_Burns,2,Scotch_Whisky,3/4,Sweet_Vermouth,1/32,Orange_bitters,1/32,Absinthe
52,Sake_Martini,5/2,Gin,1/2,Sake
53,Shirley_Temple,1/4,Grenadine,3,Lemon-Lime_Soda,3,Ginger_Ale
54,Scoth_Sour,3/2,Scotch_Whiskey,3/4,Lemon_Juice
55,Tequini,5/2,Tequila,1/2,Dry_Vermouth,1/32,Angousta_Bitters
56,Talking_Monkey,1,Chocolate_Vodka,1/32,Espresso_Vodka,1,Banana_Liqueur,1/32,Coffee_Liqueur,1,Cream
57,Tornado,1,Whiskey,1,Vodka,1,Rum,1,Tequila,2,Cola,1/6,Sugar
58,Vermouth_Cassis,5/2,Dry_Vermouth,3/4,Creme_De_Cassis,3,Club_Soda
59,Vieux_Carre,3/4,Rye_Whiskey,3/4,Cognac,3/4,Sweet_Vermouth,1/2_Benedictine_Liqueur,1/16,Peychaud’s_bitters,1/16,Aromatic_Bitters
60,Vampires_Kiss,3/2,Melon_Liqueur,1,Orange_Vodk,2,Pineapple_Juice,1/2,Cream,1/32,Grenadine
61,Waldorf,2,Rye_Whiskey,3/4,Sweet_Vermouth,1/4,Absinthe,1/16,Bitters
62,Ward_Eight,2,Whiskey,3/4,Lemon_Juice,3/4,Orange_Juice,1/32,Grenadine
63,Washington_Apple_Martini,1,Whiskey,1,Sour_Apple_Schnapps,1,Cranberry_Juice
64,Yellow_Submarine,3/2,Vodka,½,White_Rum,1/2,Banana_Liqueur
65,Zombie,1,Light_Rum,1,Dark_Rum,1,Orange_Curacao_Liqueur,3/2,Orange_Juice,3/2,Passion_Fruit_Puree,1/2,Lemon_Juice,1/2,Lime_Juice,1/4,Grenadine,1/16,Angostura_Bitters
