1,Alabama_Slammer,1,Southern Comfort,1,Amaretto,1,Sloe_Gin,2,Orange_Juice
2,Americano,1.5,Campari,1.5,Sweet_Vermouth,1.5,Soda_Water
3,Anejo_Highball,1.5,Rum,.5,Orange_Cruacao,.5,Lime_Juice,2,Ginger_Beer
4,Bacardi_Cocktail,2,Light_Rum,.5,Lime_Juice,.5,Grenadine
5,Bay_Breeze,2,Vodka,3,Cranberry_Juice,3,Pineapple_Juice
6,Bees_Knees,2,Gin,.75,Honey_Syrup,.5,Lemon_Juice
7,Campari_and_Soda,2,Campary,6,Soda_Water
8,Cantarito,1.5,Tequila,.5,Lime_Juice,.5,Lemon_Juice,.5,Orange_Juice,4,Grapefruit_Soda
9,Cape_Cod,3,Cranberry_Juice,2,Vodka
10,Dark_and_Stormy,.5,Dark_Rum,3,Ginger_Beer
11,Dry_Martini,2.5,Gin,.5,Dry_Vermouth
12,Dubonnet_Cocktail,1.5,Gin,.75,Dubonnet_Rogue
13,Easter_Bunny,1.5,Creme_De_Cacao,.5,Vodka,.17,Chocolate_Syruop,.17,Cherry_Brandy
14,Electric_Iced_Tea,.5,Vodka,.5,Light_Rum,.5,Tequila,.5,Gin,.5,Blue_Curacao,1,Sour_Mix,1,Lemon_Lime_Soda
15,El_Diablo,1.5,Reposado_tequila,.5,Creme_De_Cassis,.5,Lime_Juice,6,Ginger Beer
16,French_75,1.5,Gin,.17,Syrup,.5,Fresh_Lemon_Juice,4,Champagne
17,French_Pear_Martini,1.5,Elderflower_Liqueur,1.5,Pear_Vodka,1,Champagne
18,Friar_Tuck_Cocktails,1,Frangelico,1,Dark_Creme_De_Cacao,2,Cream
19,Gibson_Cocktail,2.5,Gin,.5,Dry_Vermouth
20,Gimlet,2,Gin,.75,Lime_Cordial
21,Gir_Scout_Cookie_Cocktail,.5,Coffee-Liqueur,.5,Irish_Cream_Liqueur,.5,Peppermint_Schnapps
22,Hairy_Navel_Cocktail,1,Vodka,1,Peach_Schnapps,8,Orange_Juice
23,Harvey Wallbanger Cocktail,1.5,Vodka,4,Orange_Juice,.5,Galliano_L’Autentico
24,Hawaiian_Iced_tea,.5,Vodka,.5,Light_Rum,.5,Tequila,.5,Gin,.5,Triple_Sec,1,Sour_Mix,2,Pineapple_Juice
25,Irish_Slammer,.75,Irish_Cream_Liqueur,.75,Irish_Whiskey,8,Guinness
26,Irish_Coffee,1.5,Brown_Sugar,4,Coffee,1.5,Irish_Whiskey,1,Heavy_Cream
27,Irish_Cactus,2,Irish_Cream_Liqueur,1,Tequila
28,Jack_O_Lantern,1.5,Cognac,.5,Orange_Liqueur,1,Orange_Juice,2,Ginger_Ale
29,Jack_Rose,2.5,AppleJack,.75,Lemon_Juice,.5,Grenadine
30,Jalisco_High_Tea_Tequila,1.5,Tequila,1.5,Lemon_Verbena_Tea,.25,Cherry_Liqueur,.5,Simple_Syrup
31,Kentucky_Coffee,1,Bourbon_Whiskey,.5,Honey_Liqueur,6,Hot_Coffee
32,Key_Lime_Pie_Martini,1.5,Vanila_Vodka,.5,Triple_Sec_Orange_Liqueur,1,Pineapple_Juice,.5,Lime_Cordial
33,KnickerBocker,2.5,Rum,.5,Raspberry-Syrup,1,Orange_Curacao,.5,Lime_Juice
34,Lavender_Martini,2,gin,.5,Dry_Vermouth,.5, Lavender_Simple _Syrup
35,Long_Beached_Iced_Tea,.5,Vodka,.5,Light_Rum,.5,Tequila,.5,Gin,.5,Triple_Sec,1,Sour_Mix,2,Cranberrry_Juice
36,Lady_Liberty,2,Rum,1,Orgeat_syrup,.25,Maraschino_Liqueur,.25,Green_Chartreuse,1,Lime_Juice
37,Madras,1.5,Vodka,3,Cranberry_Juice,1,Orange_Juice
38,Mai_Tai,1,Rhum_Agricole,1,Dark_Rum,1,Lime_Juice,.5,Orange_Curacao,.5,Orgeat_syrup,.25,Simple_Syrup
39,Metropolitan,2,Brandy,1,Sweet_Vermouth,.1,Simple_Syrup
40, Napoleon,2,Gin,.5,Orange_Liqueur,.5,Debonnet_Rouge
41,Nevada_Cocktail,1.5,Light_Rum,1.5,Grapefruit_Juice,1,Lime_Juice,⅓,Superfine_Sugar
42,Nightcap,1,Brandy,1,Anisettem1,Curacao_Liqueur,1,Egg_Yolk
43,Orange_Blossom_Cocktail,.75,Gin,.75,Sweet_Vermouth,.75,Orange_Juice
44,Orange_Martini,2,Gin,.5,Triple_sec,.5,Dry_Vermouth
45,O_Sole_Mio,1.5,Antica-Orange_and_Mango,.5,Lemon_Juice,2,Orange_Juice
46,Painkiller,2,Rum,4,Pineapple_Juice,1,Orange_Juice,1,Cream_of_Coconut
47,Paloma,2,tequila,1/3,Lime_juice,4,Grapefruit_Soda
48,Peppermint_Patty,2,Chocolate_Vodka,.5,Peppermint_Schnapps,.75,Cream_Liqueur
49,Raspberry_Gimlet_Shooter,1.5,Vodka,.5,Lime_Juice,.03,Black_Raspberry_Liqueur
50,Red_Beer,2,Tomato_Juice,12,Beer
51,Robert_Burns,2,Scotch_Whisky,.75,Sweet_Vermouth,.03,Orange_bitters,.03,Absinthe
52,Sake_Martini,2.5,Gin,.5,Sake
53,Shirley_Temple,.25,Grenadine,3,Lemon-Lime_Soda,3,Ginger_Ale
54,Scoth_Sour,1.5,Scotch_Whiskey,.75,Lemon_Juice
55,Tequini,2.5,Tequila,.5,Dry_Vermouth,.03,Angousta_Bitters
